dependency,frequency,norm,samples
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),4.0,0.0015037593985,"Rubbing the wrists or wringing the hands

Making preparations or conditioning the body

Shaking head and closing the eyes

Changing the topic or diverting attention
"
( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),4.0,0.0015037593985,"Strong hygiene and personal grooming

Bottom lip or chin trembling

Veiled anger or light sarcasm

Spouting inane or irrational arguments
"
( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),4.0,0.0015037593985,"A slack or soft expression

A grimace or pained look

A pale or unhealthy complexion

Squinting and a hard smile
"
( VB xcomp VBG ) ( VBG compound:prt RP ),4.0,0.0015037593985,"Brows pulling in

Head tilting away

Toes curling up

Eyebrows gathering in
"
( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),4.0,0.0015037593985,"A red face and neck

Puffy face or eyes

A purposeful shiver or shudder

A dismissive nod or glance
"
( JJ appos NN ) ( NN amod JJ ),4.0,0.0015037593985,"A steady, lower-pitched voice

A deep, weighted sigh

A distant, unfocused smile

A quick, disgusted snort
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.0015037593985,"A sour taste in one's mouth

A painful lump in one's throat

Dark circles under one's eyes

A painful tightness in one's throat
"
( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.0015037593985,"A tingling in one's chest

A gleam in one's eye

A preoccupation with one's appearance

Tenseness in one's stomach
"
( VBG ccomp VBG ) ( VBG dep VBG ),4.0,0.0015037593985,"Squealing, hooting, yelling

Shoving, pushing, tripping

Shaking, trembling, shivering

Screaming, crying, blubbering
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),4.0,0.0015037593985,"Smirking or offering a bemused smile

Rubbing or pinching the bottom lip

Shunning or offering evasive answers

Licking or biting the bottom lip
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ),4.0,0.0015037593985,"Blowing out a noisy breath

Letting out a loud breath

Letting out a huge breath

Letting out an uncontrolled moan
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ),4.0,0.0015037593985,"Making jokes at another's expense

Mirroring the object's movements

Mirroring the leader's movements

Calling attention to another's weaknesses
"
( VBG dep VBG ),4.0,0.0015037593985,"Snorting, laughing

Shivering, moaning

Shaking, trembling

Flinching, starting
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),4.0,0.0015037593985,"Pressing palms lightly against the cheeks

Holding the hands loosely behind the back

Looking others directly in the eye

Clasping the hands together in the lap
"
( VBG dobj NN ) ( VBG advcl VBG ) ( VBG mark IN ),3.0,0.00112781954887,"Bouncing a knee while sitting

Pointing a finger while confronting

waving arms while talking
"
( VB dobj NN ) ( VB advmod RB ),3.0,0.00112781954887,"Eyebrows that squish together

Lips parting slightly

Baring the teeth slightly
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),3.0,0.00112781954887,"Biting down on one's bottom lip

Staring down at one's empty palms

Staring down at one's empty hands
"
( NN acl VB ) ( VB mark TO ),3.0,0.00112781954887,"An inability to eat

An inability to sleep

An inability to speak
"
( NN amod JJ ) ( NN appos NN ) ( NN compound NN ),3.0,0.00112781954887,"Saggy posture, bent neck

Shoulders curling, a bent spine

Straightened legs, knees uncrossed
"
( VBG dobj PRP ),3.0,0.00112781954887,"Fanning oneself

Hugging oneself

hugging oneself
"
( NNP compound NNP ) ( NNP appos NN ),3.0,0.00112781954887,"Eyes squinting, tightening

Shouting, screaming, swearing

Rapid speaking, babbling
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),3.0,0.00112781954887,"Rubbing absently at the arms

Holding still in expectation

Glancing repeatedly at the clock
"
( VBG dep VBG ) ( VBG dobj NN ),3.0,0.00112781954887,"Hugging, showing affection

Muttering, shaking the head

Squinting, looking inward
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),3.0,0.00112781954887,"Requesting some time to digest everything

Tapping the leg to settle nerves

Using the hair to hide the face
"
( VBG nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),3.0,0.00112781954887,"Tugging at a tie, collar, or scarf

Picking at lips, skin, or nails

Glancing at the clock, phone, or doorway
"
( VB compound:prt RP ),3.0,0.00112781954887,"Leaning in

Walking away

Leaning away
"
( VB xcomp JJ ),3.0,0.00112781954887,"Lip biting

Stomach hardening

tie straightening
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),3.0,0.00112781954887,"Planting one's feet in a wide stance

Infusing one's speech with positive words

Rubbing one's hands on pant legs
"
( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),3.0,0.00112781954887,"A snort of dismissive laughter

A release of all bodily tension

A rise in vocal pitch
"
( VBG xcomp JJ ) ( VBG cc CC ) ( VBG conj JJ ),3.0,0.00112781954887,"Going quiet or non-responsive

Feeling heavy or numb

Looking sleepy or glazed
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00112781954887,"Avoiding the person or object of annoyance

Biting the lip or inside of the cheek

Rubbing the jaw or back of the neck
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ),3.0,0.00112781954887,"Stroking the throat and grimacing

Quirking an eyebrow and smiling

Tilting the head and pausing
"
( NNP amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),3.0,0.00112781954887,"Raised or wiggling eyebrows

Hunched or rounded shoulders

Slow and easy breaths
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),3.0,0.00112781954887,"Rubbing the back of one's neck

Feeling a pulse in one's throat

Making a noise in one's throat
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ),3.0,0.00112781954887,"Touching one's fingertips together

Pushing one's glasses up

Pressing one's knees together
"
( VBN nsubj NNP ) ( VBN nmod NN ) ( NN case IN ),3.0,0.00112781954887,"Offering praise for others

Palms held behind the back

Covering face with hands
"
( VB advmod RB ),3.0,0.00112781954887,"Leaning forward

Leaning back

False modesty
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),3.0,0.00112781954887,"Dragging the palms down one's pant legs

Allowing others into one's personal space

Rubbing hands down one's pant legs
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ),3.0,0.00112781954887,"Accepting criticism to improve

Making excuses to leave

taking time to think
"
( NNP dep VBG ) ( VBG dobj NN ),3.0,0.00112781954887,"Poor eating habits

Dry washing the hands

Fingers forming a steeple
"
( NNP dep NN ),3.0,0.00112781954887,"Rolling the eyes

Clearing the throat

Rolling the neck
"
( VBG xcomp VB ) ( VB mark TO ),3.0,0.00112781954887,"Pausing to examine

Refusing to look

Asking to talk
"
( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00112781954887,"Tears or heat behind the eyelids

Tightness or pain in the chest

Spots or flashes in vision
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ),2.0,0.000751879699248,"Darting glances at the person wronged

Showing kinship with others involved
"
( VBG xcomp NN ),2.0,0.000751879699248,"Becoming inarticulate

Becoming talkative
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Sobs trapped in throat

Arms crossed over the chest
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Crossing and uncrossing arms or legs

Crossing and uncrossing the arms or legs
"
( NN compound NN ) ( NN appos NN ) ( NN amod JJ ),2.0,0.000751879699248,"Stiff neck, strained forearms

Body odor, cold sweats
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Leaning forward with a hand on the knee

Leaning over with the hands on the knees
"
( VBG dep VBG ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Crying, wailing, begging for help

Cringing, flinching, jumping at sounds
"
( NN dep NN ) ( NN amod JJ ),2.0,0.000751879699248,"A pouty bottom lip

A look that radiates superiority
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ),2.0,0.000751879699248,"Shaking one's head, muttering

Licking one's lips, smiling
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Asking others for advice or opinions

Tapping a pencil against a notepad or table
"
( NNP compound NNP ) ( NNP appos NNP ),2.0,0.000751879699248,"Nodding, eyes glowing

Stilted, halting dialogue
"
( NN dep NN ) ( NN nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"A gaze that darts to a symbol of hope

A glance that returns to the source of irritation
"
( VBG xcomp JJ ) ( JJ nsubj PRP ),2.0,0.000751879699248,"Making oneself small

making oneself small
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN amod JJ ),2.0,0.000751879699248,"Moving into someone's personal space

Getting into someone's personal space
"
( NN acl:relcl VBZ ) ( VBZ xcomp JJ ),2.0,0.000751879699248,"A smile that appears tight

A stomach that feels hard
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG advmod RB ),2.0,0.000751879699248,"Narrowing one's stance, bringing the feet together

Gritting one's teeth, pressing the lips tight
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN amod JJ ),2.0,0.000751879699248,"Waving the arms, using grand gestures

Narrowing eyes, having an intense focus
"
( VBG dobj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Displaying poor balance and coordination

Espousing far-out beliefs and opinions
"
( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.000751879699248,"Raising one's palms

Raising one's eyebrows
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ),2.0,0.000751879699248,"Skimming fingertips along the jaw line

Pulling someone into a side hug
"
( JJ ),2.0,0.000751879699248,"Light-headedness

List-making
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Walking out of the room

Leaning away from the source
"
( NNP dep VBG ) ( VBG xcomp JJ ),2.0,0.000751879699248,"Mouth going dry

Mouth falling open
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.000751879699248,"Staring down at one's hands

Staring down at one's feet
"
( NN amod JJ ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"A slow, disbelieving shake of the head

A fluttery, empty feeling in the stomach
"
( VBG dobj NN ) ( NN amod JJ ) ( NN compound NN ),2.0,0.000751879699248,"Unbuttoning a top shirt button

Avoiding direct eye contact
"
( VBG dobj NN ) ( NN compound NN ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,"having a death grip on a purse

rubbing an arm absently for contact
"
( NNP dep NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Holding one's head with the hands

Holding one's head in hands
"
( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ),2.0,0.000751879699248,"Bouncing from foot to foot

Swaying from side to side
"
( VBG dobj NN ) ( NN amod JJ ) ( JJ advmod RB ),2.0,0.000751879699248,"Wearing too much makeup

Asking too many questions
"
( NN appos NN ) ( NN appos NN ),2.0,0.000751879699248,"Humming, whistling, singing

laughter, excitement, activities
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),2.0,0.000751879699248,"Difficulty speaking or offering opinions

Reluctantly speaking or approaching someone
"
( VBG advmod RB ) ( RB advmod RB ),2.0,0.000751879699248,"Sleeping too much

Pulling back slightly
"
( JJ cc CC ) ( JJ conj NN ) ( NN amod JJ ),2.0,0.000751879699248,"A distant or empty stare

Dark or heavy observations
"
( NN dep VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,"Arms tucking in at the sides

Body angling away from suspect
"
( VB nsubj NN ) ( VB xcomp JJ ),2.0,0.000751879699248,"legs spread wide

Lips pressed flat
"
( VBG advmod RB ) ( VBG advmod RB ),2.0,0.000751879699248,"Becoming suddenly still

Turning slowly, unwillingly
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),2.0,0.000751879699248,"Lifting one's chin to expose the neck

Tapping one's fingers to release energy
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,"Slamming doors, cupboards, or drawers

Forgetting appointments, conversations, and meetings
"
